1121,Doug Edwards,1994,1996,F,6-7,220,21-Jan-71,Florida State University
1122,Franklin Edwards,1982,1988,G,6-1,170,2-Feb-59,Cleveland State University
1123,James Edwards,1978,1996,C-F,7-1,225,22-Nov-55,University of Washington
1124,Jay Edwards,1990,1990,G,6-4,185,3-Jan-69,Indiana University
1125,John Edwards,2005,2006,C,7-1,275,31-Jul-81,Kent State University
1126,Kevin Edwards,1989,2001,G,6-3,190,30-Oct-65,DePaul University
1127,Shane Edwards,2014,2014,F,6-7,220,31-May-87,University of Arkansas at Little Rock
1131,Craig Ehlo,1984,1997,G-F,6-6,180,11-Aug-61,Washington State University
1133,Howard Eisley,1995,2006,G,6-2,177,4-Dec-72,Boston College
1134,Obinna Ekezie,2000,2005,F-C,6-9,270,22-Aug-75,University of Maryland
1135,Khalid El-Amin,2001,2001,G,5-10,200,25-Apr-79,University of Connecticut
1137,Mario Elie,1991,2001,G-F,6-5,210,26-Nov-63,American International College
1139,Henry Ellenson,2017,2018,F,6-11,245,13-Jan-97,Marquette University
1140,Wayne Ellington,2010,2018,G,6-4,200,29-Oct-87,University of North Carolina
1142,Sean Elliott,1990,2001,F,6-8,205,2-Feb-68,University of Arizona
1145,Dale Ellis,1984,2000,G-F,6-7,205,6-Aug-60,University of Tennessee
1146,Harold Ellis,1994,1998,G,6-5,200,7-Oct-70,Morehouse College
1148,LaPhonso Ellis,1993,2003,F,6-8,240,5-May-70,University of Notre Dame
1149,LeRon Ellis,1992,1996,F-C,6-9,225,28-Apr-69,Syracuse University
1151,Monta Ellis,2006,2017,G,6-3,185,26-Oct-85,
1152,Pervis Ellison,1990,2001,F-C,6-9,210,3-Apr-67,University of Louisville
1154,Francisco Elson,2004,2012,C,7-1,235,28-Feb-76,University of California
1156,Melvin Ely,2003,2014,C,6-10,260,2-May-78,"California State University, Fresno"
1157,Joel Embiid,2017,2018,C-F,7-1,250,16-Mar-94,University of Kansas
1159,Andre Emmett,2005,2012,F,6-5,230,27-Aug-82,Texas Tech University
1161,Chris Engler,1983,1988,C,6-11,245,1-Mar-59,University of Wyoming
1162,Wayne Englestad,1989,1989,F,6-8,245,6-Dec-66,"University of California, Irvine"
1163,A.J. English,1991,1992,G,6-3,175,11-Jul-67,Virginia Union University
1164,Alex English,1977,1991,F,6-7,190,5-Jan-54,University of South Carolina
1166,Jo Jo English,1993,1995,G,6-4,195,4-Feb-70,University of South Carolina
1167,Kim English,2013,2013,G,6-6,200,24-Sep-88,University of Missouri
1170,James Ennis,2015,2018,F,6-7,210,1-Jul-90,"California State University, Long Beach"
1171,Tyler Ennis,2015,2018,G,6-3,194,24-Aug-94,Syracuse University
1173,Semih Erden,2011,2012,C,7-1,240,28-Jul-86,
1176,Julius Erving,1972,1987,F-G,6-7,210,22-Feb-50,University of Massachusetts Amherst
1177,Evan Eschmeyer,2000,2003,C,6-11,255,30-May-75,Northwestern University
1179,Vincenzo Esposito,1996,1996,G,6-3,198,3-Jan-69,
1182,Brian Evans,1997,1999,F,6-8,220,13-Sep-73,Indiana University
1184,Jawun Evans,2018,2018,G,6-1,185,26-Jul-96,Oklahoma State University
1185,Jeremy Evans,2011,2016,F,6-9,200,24-Oct-87,Western Kentucky University
1186,Maurice Evans,2002,2012,G,6-5,220,8-Nov-78,University of Texas at Austin
1187,Mike Evans,1980,1988,G,6-1,170,19-Apr-55,Kansas State University
1188,Reggie Evans,2003,2015,F,6-8,245,18-May-80,University of Iowa
1189,Tyreke Evans,2010,2018,G-F,6-6,220,19-Sep-89,University of Memphis
1190,Daniel Ewing,2006,2007,G,6-3,185,26-Mar-83,Duke University
1191,Patrick Ewing,1986,2002,C-F,7-1,240,5-Aug-62,Georgetown University
1192,Patrick Ewing,2011,2011,F,6-8,235,20-May-84,Georgetown University
1193,Dante Exum,2015,2017,G,6-6,190,13-Jul-95,
1194,Christian Eyenga,2011,2012,F,6-5,210,22-Jun-89,
1195,Festus Ezeli,2013,2016,C,6-11,255,21-Oct-89,Vanderbilt University
1200,Kenneth Faried,2012,2018,F,6-8,228,19-Nov-89,Morehead State University
1202,Jordan Farmar,2007,2017,G,6-2,180,30-Nov-86,"University of California, Los Angeles"
1203,Desmon Farmer,2007,2009,G,6-5,220,7-Oct-81,University of Southern California
1204,Jim Farmer,1988,1994,G,6-4,190,23-Sep-64,University of Alabama
1206,Tony Farmer,1998,2000,F,6-9,244,3-Jan-70,University of Nebraska
1208,Vitor Faverani,2014,2014,C,6-11,260,5-May-88,
1209,Derrick Favors,2011,2018,F-C,6-10,265,15-Jul-91,Georgia Institute of Technology
1210,Nick Fazekas,2008,2008,F,6-11,235,17-Jun-85,"University of Nevada, Reno"
1214,Jamie Feick,1997,2001,C,6-9,255,3-Jul-74,Michigan State University
1217,Dave Feitl,1987,1992,C,6-11,235,8-Jun-62,University of Texas at El Paso
1218,Kay Felder,2017,2018,G,5-9,176,29-Mar-95,Oakland University
1219,Cristiano Felicio,2016,2018,F-C,6-10,275,7-Jul-92,
1220,Carrick Felix,2014,2014,G,6-6,201,17-Aug-90,Arizona State University
1221,Noel Felix,2006,2006,F,6-9,225,4-Oct-81,"California State University, Fresno"
1223,Raymond Felton,2006,2018,G,6-1,205,26-Jun-84,University of North Carolina
1226,Desmond Ferguson,2004,2004,G-F,6-7,203,22-Jul-77,University of Detroit Mercy
1227,Terrance Ferguson,2018,2018,G-F,6-7,184,17-May-98,
1228,Rudy Fernandez,2009,2012,G,6-6,185,4-Apr-85,
1231,Rolando Ferreira,1989,1989,C,7-1,240,24-May-64,University of Houston
1232,Duane Ferrell,1989,1999,F-G,6-7,209,28-Feb-65,Georgia Institute of Technology
1233,Yogi Ferrell,2017,2018,G,6-1,180,9-May-93,Indiana University
1236,Danny Ferry,1991,2003,F,6-10,230,17-Oct-66,Duke University
1237,Kyrylo Fesenko,2008,2012,C,7-1,288,24-Dec-86,
1239,Kenny Fields,1985,1988,F-G,6-5,220,9-Feb-62,"University of California, Los Angeles"
1240,Landry Fields,2011,2015,F,6-7,210,27-Jun-88,Stanford University
1245,Michael Finley,1996,2010,G-F,6-7,215,6-Mar-73,University of Wisconsin
1247,Dorian Finney-Smith,2017,2018,F,6-8,220,4-May-93,University of Florida
1248,Matt Fish,1995,1997,C,6-11,235,18-Nov-69,University of North Carolina at Wilmington
1249,Derek Fisher,1997,2014,G,6-1,200,9-Aug-74,University of Arkansas at Little Rock
1251,Gerald Fitch,2006,2006,G,6-3,188,12-Aug-82,University of Kentucky
1254,Marcus Fizer,2001,2006,F,6-9,262,10-Aug-78,Iowa State University
1258,Vern Fleming,1985,1996,G,6-5,185,4-Feb-62,University of Georgia
1259,Luis Flores,2005,2005,G,6-2,200,11-Apr-81,Manhattan College
1261,Sleepy Floyd,1983,1995,G,6-3,170,6-Mar-60,Georgetown University
1262,Jonny Flynn,2010,2012,G,6-1,185,6-Feb-89,Syracuse University
1266,Isaac Fontaine,2002,2002,G,6-4,210,16-Apr-75,Washington State University
1268,Jeff Foote,2012,2012,C,7-1,265,14-Jul-87,Cornell University
1269,Bryn Forbes,2017,2018,G,6-3,190,23-Jul-93,Michigan State University
1270,Gary Forbes,2011,2012,F,6-7,220,25-Feb-85,University of Massachusetts Amherst
1271,Alphonso Ford,1994,1995,G,6-1,190,31-Oct-71,Mississippi Valley State University
1272,Alton Ford,2002,2004,F,6-9,275,29-May-81,University of Houston
1277,Phil Ford,1979,1985,G,6-2,175,9-Feb-56,University of North Carolina
1278,Sharrod Ford,2006,2006,F,6-9,225,9-Jan-82,Clemson University
1279,Sherell Ford,1996,1996,F,6-7,210,26-Aug-72,University of Illinois at Chicago
1280,T.J. Ford,2004,2012,G,6-1,165,24-Mar-83,University of Texas at Austin
1283,Joseph Forte,2002,2003,G,6-4,194,23-Mar-81,University of North Carolina
1284,Courtney Fortson,2012,2012,G,5-11,185,23-May-88,University of Arkansas
1285,Danny Fortson,1998,2007,F,6-7,260,27-Mar-76,University of Cincinnati
1287,Greg Foster,1991,2003,F-C,6-11,240,3-Oct-68,University of Texas at El Paso
1288,Jeff Foster,2000,2012,F-C,6-11,236,16-Jan-77,Texas State University
1290,Rod Foster,1984,1986,G,6-1,160,10-Oct-60,"University of California, Los Angeles"
1291,Antonis Fotsis,2002,2002,F,6-10,219,1-Apr-81,
1292,Evan Fournier,2013,2018,G-F,6-7,205,29-Oct-92,
1296,Tremaine Fowlkes,2002,2005,F,6-8,220,11-Apr-76,"California State University, Fresno"
1297,De'Aaron Fox,2018,2018,G,6-3,170,20-Dec-97,University of Kentucky
1300,Rick Fox,1992,2004,F-G,6-7,230,24-Jul-69,University of North Carolina
1301,Randy Foye,2007,2017,G,6-4,213,24-Sep-83,Villanova University
1302,Adonal Foyle,1998,2009,C,6-10,250,9-Mar-75,Colgate University
1303,Richie Frahm,2004,2008,G,6-5,210,14-Aug-77,Gonzaga University
1304,Steve Francis,2000,2008,G,6-3,195,21-Feb-77,University of Maryland
1305,Tellis Frank,1988,1994,F-C,6-10,225,26-Apr-65,Western Kentucky University
1307,Jamaal Franklin,2014,2015,G,6-5,191,21-Jul-91,San Diego State University
1310,Tim Frazier,2015,2018,G,6-1,170,1-Nov-90,Pennsylvania State University
1313,Anthony Frederick,1989,1992,F,6-7,205,7-Dec-64,Pepperdine University
1314,Jimmer Fredette,2012,2016,G,6-2,195,25-Feb-89,Brigham Young University
1315,World B. Free,1976,1988,G,6-2,185,9-Dec-53,Guilford College
1316,Joel Freeland,2013,2015,F-C,6-10,250,7-Feb-87,
1320,Matt Freije,2005,2007,F,6-10,240,2-Oct-81,Vanderbilt University
1325,Channing Frye,2006,2018,C-F,6-11,255,17-May-83,University of Arizona
1331,Hiram Fuller,2004,2004,F,6-9,240,15-May-81,"California State University, Fresno"
1332,Todd Fuller,1997,2001,C,6-11,255,25-Jul-74,North Carolina State University
1334,Markelle Fultz,2018,2018,G,6-4,195,29-May-98,University of Washington
1335,Lawrence Funderburke,1998,2005,F,6-9,230,15-Dec-70,Ohio State University
1338,Dan Gadzuric,2003,2012,C,6-11,240,2-Feb-78,"University of California, Los Angeles"
1339,Deng Gai,2006,2006,F,6-9,250,22-Mar-82,Fairfield University
1342,Corey Gaines,1989,1995,G,6-3,195,1-Jun-65,Loyola Marymount University
1344,Reece Gaines,2004,2006,G,6-6,205,7-Jan-81,University of Louisville
1345,Sundiata Gaines,2010,2012,G,6-1,185,18-Apr-86,University of Georgia
1347,Chad Gallagher,1994,1994,C,6-10,255,30-May-69,Creighton University
1349,Danilo Gallinari,2009,2018,F,6-10,225,8-Aug-88,
1350,Langston Galloway,2015,2018,G,6-2,200,9-Dec-91,Saint Joseph's University
1352,Kevin Gamble,1988,1997,F-G,6-5,210,13-Nov-65,University of Iowa
1354,Jorge Garbajosa,2007,2008,F,6-9,245,19-Dec-77,
1355,Ruben Garces,2001,2001,F,6-9,245,17-Oct-73,Providence College
1356,Alex Garcia,2004,2005,G,6-3,220,4-Mar-80,
1357,Francisco Garcia,2006,2015,F-G,6-7,195,31-Dec-81,University of Louisville
1361,Thomas Gardner,2008,2009,G,6-5,225,8-Feb-85,University of Missouri
1364,Patricio Garino,2017,2017,G-F,6-6,210,17-May-93,George Washington University
1366,Winston Garland,1988,1995,G,6-2,170,19-Dec-64,Missouri State University
1369,Chris Garner,1998,2001,G,5-10,156,2-Feb-75,University of Memphis
1370,Bill Garnett,1983,1986,F,6-9,225,22-Apr-60,University of Wyoming
1371,Kevin Garnett,1996,2016,F-C,6-11,240,19-May-76,
1372,Marlon Garnett,1999,1999,G,6-2,186,3-Jul-75,Santa Clara University
1374,Dean Garrett,1997,2002,C,6-10,225,27-Nov-66,Indiana University
1375,Diante Garrett,2013,2014,G,6-4,190,3-Nov-88,Iowa State University
1378,Tom Garrick,1989,1992,G,6-2,185,7-Jul-66,University of Rhode Island
1380,Kiwane Garris,1998,2000,G,6-2,183,24-Sep-74,University of Illinois at Urbana-Champaign
1381,Pat Garrity,1999,2008,F,6-9,238,23-Aug-76,University of Notre Dame
1383,Marc Gasol,2009,2018,C,7-1,255,29-Jan-85,
1384,Pau Gasol,2002,2018,F-C,7-1,250,6-Jul-80,
1386,Chris Gatling,1992,2002,F-C,6-10,220,3-Sep-67,Old Dominion University
1387,Kenny Gattison,1987,1996,F-C,6-8,225,23-May-64,Old Dominion University
1388,Rudy Gay,2007,2018,F,6-8,230,17-Aug-86,University of Connecticut
1390,Andrew Gaze,1994,1999,G,6-7,205,24-Jul-65,Seton Hall University
1391,Michael Gbinije,2017,2017,G,6-7,200,5-Jun-92,Syracuse University
1392,Reggie Geary,1997,1998,G,6-2,187,31-Aug-73,University of Arizona
1393,Alonzo Gee,2010,2017,G,6-6,225,29-May-87,University of Alabama
1394,Matt Geiger,1993,2002,C,7-1,243,10-Sep-69,Georgia Institute of Technology
1395,Mickael Gelabale,2007,2013,F,6-7,215,22-May-83,
1396,Devean George,2000,2010,G-F,6-8,220,29-Aug-77,Augsburg College
1398,Paul George,2011,2018,F,6-9,220,2-May-90,"California State University, Fresno"
1399,Tate George,1991,1995,G,6-5,190,29-May-68,University of Connecticut
1400,Marcus Georges-Hunt,2017,2018,G,6-5,216,28-Mar-94,Georgia Institute of Technology
1402,Derrick Gervin,1990,1991,F,6-8,200,28-Mar-63,University of Texas at San Antonio
1403,George Gervin,1973,1986,G-F,6-7,180,27-Apr-52,Eastern Michigan University
1407,Daniel Gibson,2007,2013,G,6-2,190,27-Feb-86,University of Texas at Austin
1410,Jonathan Gibson,2017,2017,G,6-2,185,8-Nov-87,New Mexico State University
1412,Mike Gibson,1984,1986,F,6-10,205,27-Oct-60,University of South Carolina Upstate
1413,Taj Gibson,2010,2018,F,6-9,225,24-Jun-85,University of Southern California
1414,J.R. Giddens,2009,2010,G,6-5,215,13-Feb-85,University of New Mexico
1415,Trey Gilder,2010,2010,F,6-9,185,24-Jan-85,Northwestern State University
1416,Eddie Gill,2001,2009,G,6-1,190,16-Aug-78,Weber State University
1417,Kendall Gill,1991,2005,G,6-5,195,25-May-68,University of Illinois at Urbana-Champaign
1418,Ben Gillery,1989,1989,C,7-1,235,19-Sep-65,Georgetown University
1421,Armen Gilliam,1988,2000,F-C,6-9,230,28-May-64,"University of Nevada, Las Vegas"
1423,Artis Gilmore,1972,1988,C,7-2,240,21-Sep-49,Jacksonville University
1426,Manu Ginobili,2003,2018,G,6-6,205,28-Jul-77,
1427,Gordan Giricek,2003,2008,G-F,6-6,210,20-Jun-77,
1429,Mickell Gladness,2012,2012,C,6-11,220,26-Jul-86,Alabama A&M University
1431,Gerald Glass,1991,1996,G-F,6-5,221,12-Nov-67,University of Mississippi
1432,Mike Glenn,1978,1987,G,6-2,175,10-Sep-55,Southern Illinois University
1434,Georgi Glouchkov,1986,1986,F,6-8,235,10-Jan-60,
1436,Dion Glover,2000,2005,G,6-5,228,22-Oct-78,Georgia Institute of Technology
1437,Andreas Glyniadakis,2007,2007,C,7-1,280,21-Aug-81,
1438,Mike Gminski,1981,1994,C,6-11,250,3-Aug-59,Duke University
1439,Rudy Gobert,2014,2018,C,7-1,245,26-Jun-92,
1440,Dan Godfread,1991,1992,C,6-10,250,14-Jun-67,University of Evansville
1443,Anthony Goldwire,1996,2006,G,6-1,182,6-Sep-71,University of Houston
1444,Ryan Gomes,2006,2014,F,6-7,250,1-Sep-82,Providence College
1446,Grant Gondrezick,1987,1989,G,6-5,205,19-Jan-63,Pepperdine University
1447,Drew Gooden,2003,2016,F,6-10,250,24-Sep-81,University of Kansas
1449,Steve Goodrich,2001,2002,F,6-10,220,18-Mar-76,Princeton University
1450,Archie Goodwin,2014,2017,G,6-5,200,17-Aug-94,University of Kentucky
1452,Aaron Gordon,2015,2018,F,6-9,220,16-Sep-95,University of Arizona
1453,Ben Gordon,2005,2015,G,6-3,200,4-Apr-83,University of Connecticut
1454,Drew Gordon,2015,2015,F,6-9,245,12-Jul-90,University of New Mexico
1455,Eric Gordon,2009,2018,G,6-4,215,25-Dec-88,Indiana University
1456,Lancaster Gordon,1985,1988,G,6-3,185,24-Jun-62,University of Louisville
1458,Marcin Gortat,2008,2018,C-F,6-11,240,17-Feb-84,
1460,Andrew Goudelock,2012,2016,G,6-3,200,7-Dec-88,College of Charleston
1464,Ricky Grace,1994,1994,G,6-1,180,20-Aug-67,University of Oklahoma
1466,Greg Graham,1994,1998,G,6-4,174,26-Nov-70,Indiana University
1467,Joey Graham,2006,2011,F,6-7,225,11-Jun-82,Oklahoma State University
1469,Orlando Graham,1989,1989,F,6-8,220,5-May-65,Auburn University at Montgomery
1470,Paul Graham,1992,1994,F-G,6-6,200,28-Nov-67,Ohio University
1471,Stephen Graham,2006,2011,G,6-6,215,11-Jun-82,Oklahoma State University
1472,Treveon Graham,2017,2018,G,6-6,220,29-Oct-93,Virginia Commonwealth University
1473,Jim Grandholm,1991,1991,F-C,7-1,235,4-Oct-60,University of South Florida
1474,Ron Grandison,1989,1996,F,6-6,215,9-Jul-64,University of New Orleans
1475,Danny Granger,2006,2015,F,6-9,222,20-Apr-83,University of New Mexico
1476,Stewart Granger,1984,1987,G,6-3,190,27-Oct-61,Villanova University
1477,Brian Grant,1995,2006,F,6-9,254,5-Mar-72,Xavier University
1479,Gary Grant,1989,2001,G,6-3,185,21-Apr-65,University of Michigan
1480,Greg Grant,1990,1996,G,5-7,140,29-Aug-66,Trenton State University
1481,Harvey Grant,1989,1999,F,6-8,195,4-Jul-65,University of Oklahoma
1482,Horace Grant,1988,2004,F-C,6-10,215,4-Jul-65,Clemson University
1483,Jerami Grant,2015,2018,F,6-8,210,12-Mar-94,Syracuse University
1484,Jerian Grant,2016,2018,G,6-4,195,9-Oct-92,University of Notre Dame
1485,Josh Grant,1994,1994,F,6-9,223,7-Aug-67,University of Utah
1486,Paul Grant,1999,2004,C,7-1,245,6-Jan-74,University of Wisconsin
1489,Butch Graves,1985,1985,G,6-3,200,5-Jan-62,Yale University
1490,Aaron Gray,2008,2014,C,7-1,270,7-Dec-84,University of Pittsburgh
1491,Devin Gray,1997,2000,F,6-7,240,31-May-72,Clemson University
1492,Ed Gray,1998,1999,G,6-3,210,27-Sep-75,University of California
1493,Evric Gray,1997,1997,F,6-7,235,13-Dec-69,"University of Nevada, Las Vegas"
1496,Stuart Gray,1985,1991,C-F,7-1,235,27-May-63,"University of California, Los Angeles"
1497,Sylvester Gray,1989,1989,F,6-6,230,8-Jul-67,University of Memphis
1499,Jeff Grayer,1989,1998,F-G,6-5,200,17-Dec-65,Iowa State University
1501,A.C. Green,1986,2001,F-C,6-9,220,4-Oct-63,Oregon State University
1502,Danny Green,2010,2018,G-F,6-6,215,22-Jun-87,University of North Carolina
1503,Devin Green,2006,2006,G,6-7,210,25-Oct-82,Hampton University
1504,Draymond Green,2013,2018,F,6-7,230,4-Mar-90,Michigan State University
1505,Erick Green,2015,2016,G,6-4,185,9-May-91,Virginia Polytechnic Institute and State University
1506,Gerald Green,2006,2017,G-F,6-7,205,26-Jan-86,
1507,JaMychal Green,2015,2018,F,6-9,227,21-Jun-90,University of Alabama
1508,Jeff Green,2008,2018,F,6-9,235,28-Aug-86,Georgetown University
1510,Ken Green,1986,1986,F,6-8,215,19-Sep-59,University of Texas-Pan American
1511,Kenny Green,1986,1987,F,6-6,210,11-Oct-64,Wake Forest University
1513,Litterial Green,1993,1999,G,6-1,185,7-Mar-70,University of Georgia
1516,Rickey Green,1978,1992,G,6-1,170,18-Aug-54,University of Michigan
1517,Sean Green,1992,1994,G-F,6-5,210,2-Feb-70,Iona College
1519,Sidney Green,1984,1993,F-C,6-9,220,4-Jan-61,"University of Nevada, Las Vegas"
1521,Taurean Green,2008,2008,G,6-1,177,28-Nov-86,University of Florida
1523,Willie Green,2004,2015,G,6-4,200,28-Jul-81,University of Detroit Mercy
1524,Donte Greene,2009,2012,F,6-11,226,21-Feb-88,Syracuse University
1525,Orien Greene,2006,2011,G,6-4,208,4-Feb-82,University of Louisiana at Lafayette
1527,Dave Greenwood,1980,1991,F-C,6-9,222,27-May-57,"University of California, Los Angeles"
1529,Lynn Greer,2007,2007,G,6-2,175,23-Oct-79,Temple University
1531,Claude Gregory,1986,1988,F,6-8,205,26-Dec-58,University of Wisconsin
1534,Kevin Grevey,1976,1985,G-F,6-5,210,12-May-53,University of Kentucky
1536,Adrian Griffin,2000,2008,G-F,6-5,217,4-Jul-74,Seton Hall University
1537,Blake Griffin,2011,2018,F,6-10,251,16-Mar-89,University of Oklahoma
1538,Eddie Griffin,2002,2007,F-C,6-10,220,30-May-82,Seton Hall University
1541,Taylor Griffin,2010,2010,F,6-7,238,18-Apr-86,University of Oklahoma
1542,Darrell Griffith,1981,1991,G,6-4,190,16-Jun-58,University of Louisville
1544,Derek Grimm,1998,1998,F,6-9,230,3-Aug-74,University of Missouri
1552,Anthony Grundy,2006,2006,G,6-3,180,15-Apr-79,North Carolina State University
1553,Ernie Grunfeld,1978,1986,G-F,6-6,210,24-Apr-55,University of Tennessee
1555,Petur Gudmundsson,1982,1989,C,7-2,260,30-Oct-58,University of Washington
1557,Tom Gugliotta,1993,2005,F,6-10,240,19-Dec-69,North Carolina State University
1558,Andres Guibert,1994,1995,F-C,6-10,225,28-Oct-68,
1559,Jay Guidinger,1993,1994,C,6-10,255,18-Aug-69,University of Minnesota Duluth
1565,Jorge Gutierrez,2014,2016,G,6-3,191,27-Dec-88,University of California
1566,A.J. Guyton,2001,2003,G,6-1,180,12-Feb-78,Indiana University
1568,Hamed Haddadi,2009,2013,C,7-2,254,19-May-85,
1570,Scott Haffner,1990,1991,G,6-3,180,2-Feb-66,University of Evansville
1578,Malik Hairston,2009,2010,G,6-6,220,23-Feb-87,University of Oregon
1579,P.J. Hairston,2015,2016,G-F,6-6,230,24-Dec-92,University of North Carolina
1580,Marcus Haislip,2003,2010,F,6-10,230,22-Dec-80,University of Tennessee
1585,Jack Haley,1989,1998,C-F,6-10,240,27-Jan-64,"University of California, Los Angeles"
1587,Mike Hall,2007,2007,F,6-8,230,5-Jun-84,George Washington University
1589,Darvin Ham,1997,2005,F,6-7,220,23-Jul-73,Texas Tech University
1590,Steve Hamer,1997,1997,C,7-1,245,13-Nov-73,University of Tennessee
1592,Daniel Hamilton,2018,2018,G-F,6-7,195,8-Aug-95,University of Connecticut
1595,Jordan Hamilton,2012,2016,G-F,6-7,220,6-Oct-90,University of Texas at Austin
1596,Justin Hamilton,2014,2017,C,7-1,260,1-Apr-90,Louisiana State University
1598,Richard Hamilton,2000,2013,G-F,6-6,185,14-Feb-78,University of Connecticut
1601,Tang Hamilton,2002,2002,F,6-8,220,26-May-78,Mississippi State University
1602,Thomas Hamilton,1996,2000,C,7-2,330,3-Apr-75,University of Pittsburgh
1603,Zendon Hamilton,2001,2006,C-F,6-11,250,27-Apr-75,St. John's University
1604,Geert Hammink,1994,1996,C,7-1,262,12-Jul-69,Louisiana State University
1606,Tom Hammonds,1990,2001,F,6-9,215,27-Mar-67,Georgia Institute of Technology
1607,A.J. Hammons,2017,2017,C,7-1,260,27-Aug-92,Purdue University
1609,Darrin Hancock,1995,1997,G-F,6-7,205,3-Nov-71,University of Kansas
1610,Ben Handlogten,2004,2005,C,6-10,240,16-Nov-73,Western Michigan University
1616,Ben Hansbrough,2013,2013,G,6-3,203,23-Dec-87,University of Notre Dame
1617,Tyler Hansbrough,2010,2016,F,6-9,250,3-Nov-85,University of North Carolina
1618,Bob Hansen,1984,1992,G,6-6,190,18-Jan-61,University of Iowa
1621,Travis Hansen,2004,2004,G,6-6,205,15-Apr-78,Brigham Young University
1622,Reggie Hanson,1998,1998,F,6-8,195,6-Oct-68,University of Kentucky
1623,Bill Hanzlik,1981,1990,G-F,6-7,185,6-Dec-57,University of Notre Dame
1624,Luke Harangody,2011,2012,F,6-8,246,2-Jan-88,University of Notre Dame
1625,Anfernee Hardaway,1994,2008,G-F,6-7,195,18-Jul-71,University of Memphis
1626,Tim Hardaway,1990,2003,G,6-1,175,1-Sep-66,University of Texas at El Paso
1627,Tim Hardaway,2014,2018,G,6-6,205,16-Mar-92,University of Michigan
1628,James Harden,2010,2018,G,6-5,220,26-Aug-89,Arizona State University
1636,Maurice Harkless,2013,2018,F-G,6-9,215,11-May-93,St. John's University
1639,Jerome Harmon,1995,1995,G,6-4,190,6-Feb-69,University of Louisville
1640,Derek Harper,1984,1999,G,6-4,185,13-Oct-61,University of Illinois at Urbana-Champaign
1641,Justin Harper,2012,2017,F,6-10,225,30-Aug-89,University of Richmond
1643,Ron Harper,1987,2001,G-F,6-6,185,20-Jan-64,Miami University
1644,Matt Harpring,1999,2009,F,6-7,231,31-May-76,Georgia Institute of Technology
1645,Montrezl Harrell,2016,2018,F-C,6-8,240,26-Jan-94,University of Louisville
1646,Josh Harrellson,2012,2014,C,6-10,275,12-Feb-89,University of Kentucky
1647,Adam Harrington,2003,2003,G,6-5,200,5-Jul-80,Auburn University
1648,Al Harrington,1999,2014,F,6-9,230,17-Feb-80,
1649,Junior Harrington,2003,2007,G,6-4,180,2-Oct-80,Wingate University
1650,Othella Harrington,1997,2008,F-C,6-9,235,31-Jan-74,Georgetown University
1656,Devin Harris,2005,2018,G,6-3,192,27-Feb-83,University of Wisconsin
1657,Elias Harris,2014,2014,F,6-8,239,6-Jul-89,Gonzaga University
1658,Gary Harris,2015,2018,G,6-4,210,14-Sep-94,Michigan State University
1659,Joe Harris,2015,2018,G,6-6,219,6-Sep-91,University of Virginia
1660,Lucious Harris,1994,2005,G,6-5,190,18-Dec-70,"California State University, Long Beach"
1661,Manny Harris,2011,2017,G,6-5,185,21-Sep-89,University of Michigan
1662,Mike Harris,2008,2014,F,6-6,240,15-Jun-83,Rice University
1663,Steve Harris,1986,1990,G,6-5,195,15-Oct-63,University of Tulsa
1664,Terrel Harris,2012,2013,G,6-5,190,10-Aug-87,Oklahoma State University
1665,Tobias Harris,2012,2018,F,6-9,235,15-Jul-92,University of Tennessee
1666,Tony Harris,1991,1995,G,6-3,190,13-May-67,University of New Orleans
1667,Aaron Harrison,2016,2017,G,6-6,210,28-Oct-94,University of Kentucky
1668,Andrew Harrison,2017,2018,G,6-6,213,28-Oct-94,University of Kentucky
1670,David Harrison,2005,2008,C,7-1,280,15-Aug-82,University of Colorado
1671,Jason Hart,2001,2010,G,6-3,185,29-Apr-78,Syracuse University
1672,Josh Hart,2018,2018,G,6-5,209,6-Mar-95,Villanova University
1673,Antonio Harvey,1994,2003,F-C,6-11,225,6-Jul-70,Pfeiffer University
1674,Donnell Harvey,2001,2005,F,6-8,220,26-Aug-80,University of Florida
1675,Scott Haskin,1994,1994,C-F,6-11,250,19-Sep-70,Oregon State University
1677,Udonis Haslem,2004,2018,F-C,6-8,235,9-Jun-80,University of Florida
1678,Trenton Hassell,2002,2010,G,6-5,200,4-Mar-79,Austin Peay State University
1681,Scott Hastings,1983,1993,F-C,6-10,235,3-Jun-60,University of Arkansas
1682,Kirk Haston,2002,2003,F,6-9,242,10-Mar-79,Indiana University
1685,Spencer Hawes,2008,2017,C-F,7-1,245,28-Apr-88,University of Washington
1688,Hersey Hawkins,1989,2001,G,6-3,190,29-Sep-66,Bradley University
1689,Juaquin Hawkins,2003,2003,G-F,6-7,220,2-Jul-73,"California State University, Long Beach"
1691,Michael Hawkins,1997,2001,G,6-1,178,28-Oct-72,Xavier University
1695,Chuck Hayes,2006,2016,F-C,6-6,240,11-Jun-83,University of Kentucky
1697,Jarvis Hayes,2004,2010,F,6-7,220,9-Aug-81,University of Georgia
1699,Steve Hayes,1982,1986,C,7-1,205,2-Aug-55,Idaho State University
1700,Gordon Hayward,2011,2018,F-G,6-8,226,23-Mar-90,Butler University
1701,Lazar Hayward,2011,2013,F,6-6,225,26-Nov-86,Marquette University
1702,Brendan Haywood,2002,2015,C,7-1,268,27-Nov-79,University of North Carolina
